t,Sv0,Sv1,Sh0,Sr0,Sr1,Sr2,Sr3,Sr4,Sr5,Sr6,Iv0,Iv1,Ih0,Ir0,Ir1,Ir2,Ir3,Ir4,Ir5,Ir6,Rv0,Rv1,Rh0,Rr0,Rr1,Rr2,Rr3,Rr4,Rr5,Rr6,cumIv0,cumIv1,cumIh0,cumIr0,cumIr1,cumIr2,cumIr3,cumIr4,cumIr5,cumIr6,cumIv,pIv,pIh,pIr
404,0.0818702,0.0818702,0.0581796,0.0520103,0.0520103,0.0520103,0.0520103,0.0520103,0.0520103,0.0520103,4.99E-05,4.99E-05,0.000139751,0.000161584,0.000161584,0.000161584,0.000161584,0.000161584,0.000161584,0.000161584,0.0180799,0.0180799,0.0416806,0.0478281,0.0478281,0.0478281,0.0478281,0.0478281,0.0478281,0.0478281,0.0328052,0.0328052,0.0693349,0.0790695,0.0790695,0.0790695,0.0790695,0.0790695,0.0790695,0.0790695,0.0656104,0.000499184,0.00139751,0.00161584
405,0.0819145,0.0819145,0.0582789,0.052124,0.052124,0.052124,0.052124,0.052124,0.052124,0.052124,4.93E-05,4.93E-05,0.000138324,0.000160012,0.000160012,0.000160012,0.000160012,0.000160012,0.000160012,0.000160012,0.0180362,0.0180362,0.0415828,0.047716,0.047716,0.047716,0.047716,0.047716,0.047716,0.047716,0.0328104,0.0328104,0.0693497,0.0790867,0.0790867,0.0790867,0.0790867,0.0790867,0.0790867,0.0790867,0.0656208,0.000493404,0.00138324,0.00160012
406,0.0819587,0.0819587,0.058378,0.0522375,0.0522375,0.0522375,0.0522375,0.0522375,0.0522375,0.0522375,4.88E-05,4.88E-05,0.000136942,0.000158491,0.000158491,0.000158491,0.000158491,0.000158491,0.000158491,0.000158491,0.0179926,0.0179926,0.0414851,0.047604,0.047604,0.047604,0.047604,0.047604,0.047604,0.047604,0.0328156,0.0328156,0.0693644,0.0791038,0.0791038,0.0791038,0.0791038,0.0791038,0.0791038,0.0791038,0.0656311,0.000487806,0.00136942,0.00158491
407,0.0820028,0.0820028,0.058477,0.0523509,0.0523509,0.0523509,0.0523509,0.0523509,0.0523509,0.0523509,4.82E-05,4.82E-05,0.000135605,0.000157019,0.000157019,0.000157019,0.000157019,0.000157019,0.000157019,0.000157019,0.017949,0.017949,0.0413874,0.0474921,0.0474921,0.0474921,0.0474921,0.0474921,0.0474921,0.0474921,0.0328207,0.0328207,0.069379,0.0791207,0.0791207,0.0791207,0.0791207,0.0791207,0.0791207,0.0791207,0.0656413,0.000482383,0.00135605,0.00157019
408,0.0820468,0.0820468,0.0585758,0.052464,0.052464,0.052464,0.052464,0.052464,0.052464,0.052464,4.77E-05,4.77E-05,0.000134311,0.000155596,0.000155596,0.000155596,0.000155596,0.000155596,0.000155596,0.000155596,0.0179055,0.0179055,0.0412899,0.0473804,0.0473804,0.0473804,0.0473804,0.0473804,0.0473804,0.0473804,0.0328257,0.0328257,0.0693934,0.0791375,0.0791375,0.0791375,0.0791375,0.0791375,0.0791375,0.0791375,0.0656515,0.000477132,0.00134311,0.00155596
409,0.0820908,0.0820908,0.0586744,0.052577,0.052577,0.052577,0.052577,0.052577,0.052577,0.052577,4.72E-05,4.72E-05,0.000133061,0.000154221,0.000154221,0.000154221,0.000154221,0.000154221,0.000154221,0.000154221,0.017862,0.017862,0.0411925,0.0472688,0.0472688,0.0472688,0.0472688,0.0472688,0.0472688,0.0472688,0.0328308,0.0328308,0.0694078,0.0791542,0.0791542,0.0791542,0.0791542,0.0791542,0.0791542,0.0791542,0.0656616,0.000472047,0.00133061,0.00154221
410,0.0821347,0.0821347,0.0587729,0.0526897,0.0526897,0.0526897,0.0526897,0.0526897,0.0526897,0.0526897,4.67E-05,4.67E-05,0.000131851,0.000152892,0.000152892,0.000152892,0.000152892,0.000152892,0.000152892,0.000152892,0.0178186,0.0178186,0.0410953,0.0471574,0.0471574,0.0471574,0.0471574,0.0471574,0.0471574,0.0471574,0.0328358,0.0328358,0.069422,0.0791708,0.0791708,0.0791708,0.0791708,0.0791708,0.0791708,0.0791708,0.0656715,0.000467125,0.00131851,0.00152892
411,0.0821785,0.0821785,0.0588712,0.0528023,0.0528023,0.0528023,0.0528023,0.0528023,0.0528023,0.0528023,4.62E-05,4.62E-05,0.000130683,0.000151609,0.000151609,0.000151609,0.000151609,0.000151609,0.000151609,0.000151609,0.0177753,0.0177753,0.0409981,0.0470461,0.0470461,0.0470461,0.0470461,0.0470461,0.0470461,0.0470461,0.0328407,0.0328407,0.0694362,0.0791873,0.0791873,0.0791873,0.0791873,0.0791873,0.0791873,0.0791873,0.0656814,0.000462362,0.00130683,0.00151609
412,0.0822222,0.0822222,0.0589693,0.0529147,0.0529147,0.0529147,0.0529147,0.0529147,0.0529147,0.0529147,4.58E-05,4.58E-05,0.000129554,0.00015037,0.00015037,0.00015037,0.00015037,0.00015037,0.00015037,0.00015037,0.017732,0.017732,0.0409011,0.046935,0.046935,0.046935,0.046935,0.046935,0.046935,0.046935,0.0328456,0.0328456,0.0694502,0.0792037,0.0792037,0.0792037,0.0792037,0.0792037,0.0792037,0.0792037,0.0656912,0.000457752,0.00129554,0.0015037
413,0.0822659,0.0822659,0.0590673,0.0530268,0.0530268,0.0530268,0.0530268,0.0530268,0.0530268,0.0530268,4.53E-05,4.53E-05,0.000128463,0.000149174,0.000149174,0.000149174,0.000149174,0.000149174,0.000149174,0.000149174,0.0176888,0.0176888,0.0408042,0.046824,0.046824,0.046824,0.046824,0.046824,0.046824,0.046824,0.0328505,0.0328505,0.0694642,0.0792199,0.0792199,0.0792199,0.0792199,0.0792199,0.0792199,0.0792199,0.065701,0.000453294,0.00128463,0.00149174
414,0.0823094,0.0823094,0.0591651,0.0531388,0.0531388,0.0531388,0.0531388,0.0531388,0.0531388,0.0531388,4.49E-05,4.49E-05,0.000127411,0.000148021,0.000148021,0.000148021,0.000148021,0.000148021,0.000148021,0.000148021,0.0176457,0.0176457,0.0407075,0.0467132,0.0467132,0.0467132,0.0467132,0.0467132,0.0467132,0.0467132,0.0328553,0.0328553,0.0694781,0.0792361,0.0792361,0.0792361,0.0792361,0.0792361,0.0792361,0.0792361,0.0657106,0.000448982,0.00127411,0.00148021
415,0.0823529,0.0823529,0.0592627,0.0532505,0.0532505,0.0532505,0.0532505,0.0532505,0.0532505,0.0532505,4.45E-05,4.45E-05,0.000126396,0.00014691,0.00014691,0.00014691,0.00014691,0.00014691,0.00014691,0.00014691,0.0176026,0.0176026,0.0406109,0.0466026,0.0466026,0.0466026,0.0466026,0.0466026,0.0466026,0.0466026,0.0328601,0.0328601,0.0694919,0.0792522,0.0792522,0.0792522,0.0792522,0.0792522,0.0792522,0.0792522,0.0657202,0.000444814,0.00126396,0.0014691
416,0.0823963,0.0823963,0.0593601,0.053362,0.053362,0.053362,0.053362,0.053362,0.053362,0.053362,4.41E-05,4.41E-05,0.000125417,0.000145839,0.000145839,0.000145839,0.000145839,0.000145839,0.000145839,0.000145839,0.0175596,0.0175596,0.0405145,0.0464922,0.0464922,0.0464922,0.0464922,0.0464922,0.0464922,0.0464922,0.0328649,0.0328649,0.0695056,0.0792682,0.0792682,0.0792682,0.0792682,0.0792682,0.0792682,0.0792682,0.0657298,0.000440786,0.00125417,0.00145839
417,0.0824397,0.0824397,0.0594573,0.0534733,0.0534733,0.0534733,0.0534733,0.0534733,0.0534733,0.0534733,4.37E-05,4.37E-05,0.000124473,0.000144808,0.000144808,0.000144808,0.000144808,0.000144808,0.000144808,0.000144808,0.0175167,0.0175167,0.0404182,0.0463819,0.0463819,0.0463819,0.0463819,0.0463819,0.0463819,0.0463819,0.0328696,0.0328696,0.0695192,0.0792842,0.0792842,0.0792842,0.0792842,0.0792842,0.0792842,0.0792842,0.0657392,0.000436894,0.00124473,0.00144808
418,0.0824829,0.0824829,0.0595544,0.0535844,0.0535844,0.0535844,0.0535844,0.0535844,0.0535844,0.0535844,4.33E-05,4.33E-05,0.000123564,0.000143816,0.000143816,0.000143816,0.000143816,0.000143816,0.000143816,0.000143816,0.0174738,0.0174738,0.0403221,0.0462718,0.0462718,0.0462718,0.0462718,0.0462718,0.0462718,0.0462718,0.0328743,0.0328743,0.0695328,0.0793,0.0793,0.0793,0.0793,0.0793,0.0793,0.0793,0.0657486,0.000433136,0.00123564,0.00143816
419,0.082526,0.082526,0.0596512,0.0536952,0.0536952,0.0536952,0.0536952,0.0536952,0.0536952,0.0536952,4.30E-05,4.30E-05,0.000122689,0.000142862,0.000142862,0.000142862,0.000142862,0.000142862,0.000142862,0.000142862,0.017431,0.017431,0.0402261,0.0461619,0.0461619,0.0461619,0.0461619,0.0461619,0.0461619,0.0461619,0.032879,0.032879,0.0695463,0.0793158,0.0793158,0.0793158,0.0793158,0.0793158,0.0793158,0.0793158,0.065758,0.000429508,0.00122689,0.00142862
420,0.0825691,0.0825691,0.0597479,0.0538059,0.0538059,0.0538059,0.0538059,0.0538059,0.0538059,0.0538059,4.26E-05,4.26E-05,0.000121848,0.000141946,0.000141946,0.000141946,0.000141946,0.000141946,0.000141946,0.000141946,0.0173883,0.0173883,0.0401303,0.0460522,0.0460522,0.0460522,0.0460522,0.0460522,0.0460522,0.0460522,0.0328836,0.0328836,0.0695597,0.0793315,0.0793315,0.0793315,0.0793315,0.0793315,0.0793315,0.0793315,0.0657673,0.000426008,0.00121848,0.00141946
421,0.0826121,0.0826121,0.0598443,0.0539162,0.0539162,0.0539162,0.0539162,0.0539162,0.0539162,0.0539162,4.23E-05,4.23E-05,0.000121039,0.000141066,0.000141066,0.000141066,0.000141066,0.000141066,0.000141066,0.000141066,0.0173457,0.0173457,0.0400346,0.0459427,0.0459427,0.0459427,0.0459427,0.0459427,0.0459427,0.0459427,0.0328882,0.0328882,0.0695731,0.0793471,0.0793471,0.0793471,0.0793471,0.0793471,0.0793471,0.0793471,0.0657765,0.000422633,0.00121039,0.00141066
422,0.0826549,0.0826549,0.0599406,0.0540264,0.0540264,0.0540264,0.0540264,0.0540264,0.0540264,0.0540264,4.19E-05,4.19E-05,0.000120262,0.000140223,0.000140223,0.000140223,0.000140223,0.000140223,0.000140223,0.000140223,0.0173031,0.0173031,0.0399392,0.0458334,0.0458334,0.0458334,0.0458334,0.0458334,0.0458334,0.0458334,0.0328928,0.0328928,0.0695864,0.0793627,0.0793627,0.0793627,0.0793627,0.0793627,0.0793627,0.0793627,0.0657857,0.00041938,0.00120262,0.00140223
423,0.0826977,0.0826977,0.0600366,0.0541363,0.0541363,0.0541363,0.0541363,0.0541363,0.0541363,0.0541363,4.16E-05,4.16E-05,0.000119516,0.000139416,0.000139416,0.000139416,0.000139416,0.000139416,0.000139416,0.000139416,0.0172607,0.0172607,0.0398439,0.0457243,0.0457243,0.0457243,0.0457243,0.0457243,0.0457243,0.0457243,0.0328974,0.0328974,0.0695996,0.0793782,0.0793782,0.0793782,0.0793782,0.0793782,0.0793782,0.0793782,0.0657948,0.000416246,0.00119516,0.00139416
424,0.0827404,0.0827404,0.0601325,0.054246,0.054246,0.054246,0.054246,0.054246,0.054246,0.054246,4.13E-05,4.13E-05,0.000118802,0.000138643,0.000138643,0.000138643,0.000138643,0.000138643,0.000138643,0.000138643,0.0172183,0.0172183,0.0397487,0.0456154,0.0456154,0.0456154,0.0456154,0.0456154,0.0456154,0.0456154,0.0329019,0.0329019,0.0696128,0.0793936,0.0793936,0.0793936,0.0793936,0.0793936,0.0793936,0.0793936,0.0658039,0.000413229,0.00118802,0.00138643
425,0.082783,0.082783,0.0602281,0.0543554,0.0543554,0.0543554,0.0543554,0.0543554,0.0543554,0.0543554,4.10E-05,4.10E-05,0.000118118,0.000137904,0.000137904,0.000137904,0.000137904,0.000137904,0.000137904,0.000137904,0.017176,0.017176,0.0396538,0.0455067,0.0455067,0.0455067,0.0455067,0.0455067,0.0455067,0.0455067,0.0329064,0.0329064,0.0696259,0.079409,0.079409,0.079409,0.079409,0.079409,0.079409,0.079409,0.0658129,0.000410327,0.00118118,0.00137904
426,0.0828255,0.0828255,0.0603235,0.0544646,0.0544646,0.0544646,0.0544646,0.0544646,0.0544646,0.0544646,4.08E-05,4.08E-05,0.000117463,0.0001372,0.0001372,0.0001372,0.0001372,0.0001372,0.0001372,0.0001372,0.0171337,0.0171337,0.039559,0.0453982,0.0453982,0.0453982,0.0453982,0.0453982,0.0453982,0.0453982,0.0329109,0.0329109,0.069639,0.0794244,0.0794244,0.0794244,0.0794244,0.0794244,0.0794244,0.0794244,0.0658219,0.000407536,0.00117463,0.001372
427,0.0828679,0.0828679,0.0604187,0.0545735,0.0545735,0.0545735,0.0545735,0.0545735,0.0545735,0.0545735,4.05E-05,4.05E-05,0.000116838,0.000136528,0.000136528,0.000136528,0.000136528,0.000136528,0.000136528,0.000136528,0.0170916,0.0170916,0.0394644,0.04529,0.04529,0.04529,0.04529,0.04529,0.04529,0.04529,0.0329154,0.0329154,0.0696521,0.0794397,0.0794397,0.0794397,0.0794397,0.0794397,0.0794397,0.0794397,0.0658308,0.000404856,0.00116838,0.00136528
428,0.0829102,0.0829102,0.0605137,0.0546822,0.0546822,0.0546822,0.0546822,0.0546822,0.0546822,0.0546822,4.02E-05,4.02E-05,0.000116241,0.000135889,0.000135889,0.000135889,0.000135889,0.000135889,0.000135889,0.000135889,0.0170495,0.0170495,0.0393701,0.0451819,0.0451819,0.0451819,0.0451819,0.0451819,0.0451819,0.0451819,0.0329199,0.0329199,0.0696651,0.0794549,0.0794549,0.0794549,0.0794549,0.0794549,0.0794549,0.0794549,0.0658397,0.000402284,0.00116241,0.00135889
429,0.0829525,0.0829525,0.0606085,0.0547906,0.0547906,0.0547906,0.0547906,0.0547906,0.0547906,0.0547906,4.00E-05,4.00E-05,0.000115673,0.000135283,0.000135283,0.000135283,0.000135283,0.000135283,0.000135283,0.000135283,0.0170076,0.0170076,0.0392758,0.0450741,0.0450741,0.0450741,0.0450741,0.0450741,0.0450741,0.0450741,0.0329243,0.0329243,0.069678,0.0794701,0.0794701,0.0794701,0.0794701,0.0794701,0.0794701,0.0794701,0.0658486,0.000399818,0.00115673,0.00135283
430,0.0829946,0.0829946,0.060703,0.0548988,0.0548988,0.0548988,0.0548988,0.0548988,0.0548988,0.0548988,3.97E-05,3.97E-05,0.000115133,0.000134708,0.000134708,0.000134708,0.000134708,0.000134708,0.000134708,0.000134708,0.0169657,0.0169657,0.0391818,0.0449665,0.0449665,0.0449665,0.0449665,0.0449665,0.0449665,0.0449665,0.0329287,0.0329287,0.069691,0.0794853,0.0794853,0.0794853,0.0794853,0.0794853,0.0794853,0.0794853,0.0658574,0.000397456,0.00115133,0.00134708
431,0.0830366,0.0830366,0.0607974,0.0550067,0.0550067,0.0550067,0.0550067,0.0550067,0.0550067,0.0550067,3.95E-05,3.95E-05,0.00011462,0.000134164,0.000134164,0.000134164,0.000134164,0.000134164,0.000134164,0.000134164,0.0169239,0.0169239,0.039088,0.0448591,0.0448591,0.0448591,0.0448591,0.0448591,0.0448591,0.0448591,0.0329331,0.0329331,0.0697039,0.0795005,0.0795005,0.0795005,0.0795005,0.0795005,0.0795005,0.0795005,0.0658662,0.000395195,0.0011462,0.00134164
432,0.0830785,0.0830785,0.0608915,0.0551143,0.0551143,0.0551143,0.0551143,0.0551143,0.0551143,0.0551143,3.93E-05,3.93E-05,0.000114134,0.000133651,0.000133651,0.000133651,0.000133651,0.000133651,0.000133651,0.000133651,0.0168822,0.0168822,0.0389944,0.044752,0.044752,0.044752,0.044752,0.044752,0.044752,0.044752,0.0329375,0.0329375,0.0697167,0.0795156,0.0795156,0.0795156,0.0795156,0.0795156,0.0795156,0.0795156,0.065875,0.000393035,0.00114134,0.00133651
433,0.0831204,0.0831204,0.0609853,0.0552217,0.0552217,0.0552217,0.0552217,0.0552217,0.0552217,0.0552217,3.91E-05,3.91E-05,0.000113674,0.000133168,0.000133168,0.000133168,0.000133168,0.000133168,0.000133168,0.000133168,0.0168405,0.0168405,0.038901,0.0446451,0.0446451,0.0446451,0.0446451,0.0446451,0.0446451,0.0446451,0.0329419,0.0329419,0.0697296,0.0795307,0.0795307,0.0795307,0.0795307,0.0795307,0.0795307,0.0795307,0.0658837,0.000390974,0.00113674,0.00133168
434,0.0831621,0.0831621,0.061079,0.0553288,0.0553288,0.0553288,0.0553288,0.0553288,0.0553288,0.0553288,3.89E-05,3.89E-05,0.000113241,0.000132716,0.000132716,0.000132716,0.000132716,0.000132716,0.000132716,0.000132716,0.016799,0.016799,0.0388078,0.0445385,0.0445385,0.0445385,0.0445385,0.0445385,0.0445385,0.0445385,0.0329462,0.0329462,0.0697424,0.0795457,0.0795457,0.0795457,0.0795457,0.0795457,0.0795457,0.0795457,0.0658924,0.000389009,0.00113241,0.00132716
435,0.0832037,0.0832037,0.0611724,0.0554357,0.0554357,0.0554357,0.0554357,0.0554357,0.0554357,0.0554357,3.87E-05,3.87E-05,0.000112834,0.000132293,0.000132293,0.000132293,0.000132293,0.000132293,0.000132293,0.000132293,0.0167576,0.0167576,0.0387148,0.044432,0.044432,0.044432,0.044432,0.044432,0.044432,0.044432,0.0329506,0.0329506,0.0697551,0.0795608,0.0795608,0.0795608,0.0795608,0.0795608,0.0795608,0.0795608,0.0659011,0.00038714,0.00112834,0.00132293
436,0.0832452,0.0832452,0.0612656,0.0555422,0.0555422,0.0555422,0.0555422,0.0555422,0.0555422,0.0555422,3.85E-05,3.85E-05,0.000112453,0.000131899,0.000131899,0.000131899,0.000131899,0.000131899,0.000131899,0.000131899,0.0167162,0.0167162,0.038622,0.0443259,0.0443259,0.0443259,0.0443259,0.0443259,0.0443259,0.0443259,0.0329549,0.0329549,0.0697679,0.0795758,0.0795758,0.0795758,0.0795758,0.0795758,0.0795758,0.0795758,0.0659098,0.000385364,0.00112453,0.00131899
437,0.0832867,0.0832867,0.0613585,0.0556485,0.0556485,0.0556485,0.0556485,0.0556485,0.0556485,0.0556485,3.84E-05,3.84E-05,0.000112097,0.000131535,0.000131535,0.000131535,0.000131535,0.000131535,0.000131535,0.000131535,0.016675,0.016675,0.0385294,0.04422,0.04422,0.04422,0.04422,0.04422,0.04422,0.04422,0.0329592,0.0329592,0.0697806,0.0795908,0.0795908,0.0795908,0.0795908,0.0795908,0.0795908,0.0795908,0.0659184,0.000383681,0.00112097,0.00131535
438,0.083328,0.083328,0.0614512,0.0557545,0.0557545,0.0557545,0.0557545,0.0557545,0.0557545,0.0557545,3.82E-05,3.82E-05,0.000111765,0.000131199,0.000131199,0.000131199,0.000131199,0.000131199,0.000131199,0.000131199,0.0166338,0.0166338,0.038437,0.0441143,0.0441143,0.0441143,0.0441143,0.0441143,0.0441143,0.0441143,0.0329635,0.0329635,0.0697934,0.0796058,0.0796058,0.0796058,0.0796058,0.0796058,0.0796058,0.0796058,0.065927,0.00038209,0.00111765,0.00131199
439,0.0833692,0.0833692,0.0615437,0.0558603,0.0558603,0.0558603,0.0558603,0.0558603,0.0558603,0.0558603,3.81E-05,3.81E-05,0.000111459,0.000130891,0.000130891,0.000130891,0.000130891,0.000130891,0.000130891,0.000130891,0.0165927,0.0165927,0.0383449,0.0440088,0.0440088,0.0440088,0.0440088,0.0440088,0.0440088,0.0440088,0.0329678,0.0329678,0.0698061,0.0796208,0.0796208,0.0796208,0.0796208,0.0796208,0.0796208,0.0796208,0.0659356,0.000380588,0.00111459,0.00130891
440,0.0834103,0.0834103,0.0616359,0.0559657,0.0559657,0.0559657,0.0559657,0.0559657,0.0559657,0.0559657,3.79E-05,3.79E-05,0.000111177,0.000130612,0.000130612,0.000130612,0.000130612,0.000130612,0.000130612,0.000130612,0.0165518,0.0165518,0.0382529,0.0439037,0.0439037,0.0439037,0.0439037,0.0439037,0.0439037,0.0439037,0.0329721,0.0329721,0.0698188,0.0796357,0.0796357,0.0796357,0.0796357,0.0796357,0.0796357,0.0796357,0.0659442,0.000379174,0.00111177,0.00130612
441,0.0834513,0.0834513,0.0617279,0.0560709,0.0560709,0.0560709,0.0560709,0.0560709,0.0560709,0.0560709,3.78E-05,3.78E-05,0.000110919,0.000130361,0.000130361,0.000130361,0.000130361,0.000130361,0.000130361,0.000130361,0.0165109,0.0165109,0.0381612,0.0437988,0.0437988,0.0437988,0.0437988,0.0437988,0.0437988,0.0437988,0.0329764,0.0329764,0.0698315,0.0796507,0.0796507,0.0796507,0.0796507,0.0796507,0.0796507,0.0796507,0.0659528,0.000377848,0.00110919,0.00130361
442,0.0834922,0.0834922,0.0618196,0.0561758,0.0561758,0.0561758,0.0561758,0.0561758,0.0561758,0.0561758,3.77E-05,3.77E-05,0.000110685,0.000130137,0.000130137,0.000130137,0.000130137,0.000130137,0.000130137,0.000130137,0.0164701,0.0164701,0.0380697,0.0436941,0.0436941,0.0436941,0.0436941,0.0436941,0.0436941,0.0436941,0.0329807,0.0329807,0.0698442,0.0796657,0.0796657,0.0796657,0.0796657,0.0796657,0.0796657,0.0796657,0.0659613,0.000376608,0.00110685,0.00130137
443,0.083533,0.083533,0.0619111,0.0562803,0.0562803,0.0562803,0.0562803,0.0562803,0.0562803,0.0562803,3.75E-05,3.75E-05,0.000110475,0.00012994,0.00012994,0.00012994,0.00012994,0.00012994,0.00012994,0.00012994,0.0164294,0.0164294,0.0379784,0.0435897,0.0435897,0.0435897,0.0435897,0.0435897,0.0435897,0.0435897,0.0329849,0.0329849,0.0698569,0.0796807,0.0796807,0.0796807,0.0796807,0.0796807,0.0796807,0.0796807,0.0659699,0.000375454,0.00110475,0.0012994
444,0.0835737,0.0835737,0.0620023,0.0563846,0.0563846,0.0563846,0.0563846,0.0563846,0.0563846,0.0563846,3.74E-05,3.74E-05,0.000110288,0.000129771,0.000129771,0.000129771,0.000129771,0.000129771,0.000129771,0.000129771,0.0163889,0.0163889,0.0378874,0.0434856,0.0434856,0.0434856,0.0434856,0.0434856,0.0434856,0.0434856,0.0329892,0.0329892,0.0698696,0.0796957,0.0796957,0.0796957,0.0796957,0.0796957,0.0796957,0.0796957,0.0659784,0.000374384,0.00110288,0.00129771
445,0.0836143,0.0836143,0.0620933,0.0564886,0.0564886,0.0564886,0.0564886,0.0564886,0.0564886,0.0564886,3.73E-05,3.73E-05,0.000110125,0.000129629,0.000129629,0.000129629,0.000129629,0.000129629,0.000129629,0.000129629,0.0163484,0.0163484,0.0377966,0.0433817,0.0433817,0.0433817,0.0433817,0.0433817,0.0433817,0.0433817,0.0329935,0.0329935,0.0698823,0.0797107,0.0797107,0.0797107,0.0797107,0.0797107,0.0797107,0.0797107,0.0659869,0.000373397,0.00110125,0.00129629
446,0.0836548,0.0836548,0.062184,0.0565924,0.0565924,0.0565924,0.0565924,0.0565924,0.0565924,0.0565924,3.72E-05,3.72E-05,0.000109985,0.000129514,0.000129514,0.000129514,0.000129514,0.000129514,0.000129514,0.000129514,0.016308,0.016308,0.037706,0.0432781,0.0432781,0.0432781,0.0432781,0.0432781,0.0432781,0.0432781,0.0329977,0.0329977,0.069895,0.0797257,0.0797257,0.0797257,0.0797257,0.0797257,0.0797257,0.0797257,0.0659955,0.000372493,0.00109985,0.00129514
447,0.0836951,0.0836951,0.0622745,0.0566958,0.0566958,0.0566958,0.0566958,0.0566958,0.0566958,0.0566958,3.72E-05,3.72E-05,0.000109868,0.000129425,0.000129425,0.000129425,0.000129425,0.000129425,0.000129425,0.000129425,0.0162677,0.0162677,0.0376156,0.0431748,0.0431748,0.0431748,0.0431748,0.0431748,0.0431748,0.0431748,0.033002,0.033002,0.0699077,0.0797407,0.0797407,0.0797407,0.0797407,0.0797407,0.0797407,0.0797407,0.066004,0.000371671,0.00109868,0.00129425
448,0.0837354,0.0837354,0.0623647,0.0567989,0.0567989,0.0567989,0.0567989,0.0567989,0.0567989,0.0567989,3.71E-05,3.71E-05,0.000109774,0.000129363,0.000129363,0.000129363,0.000129363,0.000129363,0.000129363,0.000129363,0.0162275,0.0162275,0.0375255,0.0430718,0.0430718,0.0430718,0.0430718,0.0430718,0.0430718,0.0430718,0.0330062,0.0330062,0.0699204,0.0797557,0.0797557,0.0797557,0.0797557,0.0797557,0.0797557,0.0797557,0.0660125,0.000370929,0.00109774,0.00129363
449,0.0837755,0.0837755,0.0624547,0.0569017,0.0569017,0.0569017,0.0569017,0.0569017,0.0569017,0.0569017,3.70E-05,3.70E-05,0.000109703,0.000129328,0.000129328,0.000129328,0.000129328,0.000129328,0.000129328,0.000129328,0.0161874,0.0161874,0.0374356,0.042969,0.042969,0.042969,0.042969,0.042969,0.042969,0.042969,0.0330105,0.0330105,0.0699332,0.0797708,0.0797708,0.0797708,0.0797708,0.0797708,0.0797708,0.0797708,0.066021,0.000370268,0.00109703,0.00129328
450,0.0838156,0.0838156,0.0625443,0.0570042,0.0570042,0.0570042,0.0570042,0.0570042,0.0570042,0.0570042,3.70E-05,3.70E-05,0.000109654,0.000129319,0.000129319,0.000129319,0.000129319,0.000129319,0.000129319,0.000129319,0.0161475,0.0161475,0.037346,0.0428665,0.0428665,0.0428665,0.0428665,0.0428665,0.0428665,0.0428665,0.0330148,0.0330148,0.0699459,0.0797859,0.0797859,0.0797859,0.0797859,0.0797859,0.0797859,0.0797859,0.0660295,0.000369686,0.00109654,0.00129319
